Reviews,Emotion
id ever known so i figured it was normal for me to feel ugly dumb and weird,Sadness
i stopped feeling a little awkward,Sadness
i guess no matter how much i think im feeling ok im as nervous as hell on the inside about the scan revealing something i dont want to know again,Joy
i began to feel a little anxious about may almost being over as obviously time is running out amp to be honest im just plumb out of excuses,Fear
i feel less frightened and more grounded and centered,Fear
i would like to take the opportunity to describe one day this week when i was feeling particularly gloomy,Sadness
i could feel how much slower i was on the treadmill but the pace was pleasant and after six days of relative inactivity i was just happy to be running again,Joy
i feel so weird but i guess kind of happy,Fear
im tired of feeling unhappy about things and unmotivated,Sadness
im feeling generous so there you go with that golden nugget,Joy
i could feel productive during his treatment,Joy
i am doing this and makes me feel more determined to give it some effort and dig deep when im feeling the pain,Joy
i might hold a sense of satisfaction at feeling superior and giving advice,Joy
i wanted to skate fast wanted to try everything just to see the difference in feel which was amazing,Surprise
i did not want to feel rushed through the program,Anger
i would really love to be with him but not as a friend and not because he feels guilty or sorry for me,Sadness
i do think gt that for those who desire privacy and the camp out feel they would be gt terrific,Joy
i cant feel dont turn your back on me i wont be ignored time wont heal dont turn your back on me i wont be ignored,Sadness
i was younger i used to feel homesick,Sadness
i rarely respond to the comments made unless i have what i feel is a very important and specific reason for doing so,Joy
i feel tender when i have not done anything,Love
i never feel like anythings getting resolved with my counseling so i just drift away,Joy
i swear and i mean this if the browns fail me tomorrow night and make me feel like an idiot for not trusting my gut feeling that they are going to lose tomorrow i m not picking them to win again all season,Joy
im feeling generous this week,Joy
i left the theater feeling sad and alone the sudden realization of my own fleeting mortality weighing down each and every step,Sadness
i am definitely feeling the effects of the progesterone in two ways my breasts are tender and i m tired,Love
i will try and stay focused in order to avoid that feeling of a reluctant finish,Fear
